expression,reading,eng_meaning,chi_meaning,level,guid
音,ね,"sound, note",聲音，音符,N3,m2~M4cm)mU
年鑑,ねんかん,yearbook,年鑑,N3,i1+!b-Tw6h
脳,のう,"brain, memory",大腦，記憶,N3,GA>&i45J`=
臨む,のぞむ,"to look out on, to face, to attend (function)",眺望，面對，參加（活動）,N3,KS-n)JUr1X
肺,はい,lung,肺,N3,NQ;dD{HA.l
～敗,はい,"counter for loss, defeat",失敗的籌碼,N3,Jfw=ThK<1_
映える,はえる,"to shine, to look attractive, to look pretty",閃耀，看起來有吸引力，看起來漂亮,N3,c_<of-R32q
諮る,はかる,"to consult with, to confer",諮詢，徵求意見,N3,zH?Q%7Y|:s
図る,はかる,"to plot, to attempt, to devise, to design, to refer A to B",策劃，嘗試，構思，設計，將A介紹給B,N3,oSV1hDA!z4
生やす,はやす,"to grow, to cultivate, to wear beard",生長，培育，留鬍子,N3,yqCGb?6_?M
班,はん,"group, party, section (mil)",團體、黨派、部門（軍事）,N3,oiqC3{QOR3
判,はん,size (of paper or books),尺寸（紙張或書籍）,N3,"FxD*L0,Q6x"
版,はん,edition,版,N3,wusB`V9s1U
碑,ひ,stone monument bearing an inscription,刻有銘文的石碑,N3,Kaa{nE*EBz
非行,ひこう,"delinquency, misconduct",犯罪、不當行為,N3,E<wpvtAJG)
票,ひょう,"label, ballot, sign",標籤、選票、簽名,N3,"i*<L4C^,UW"
広まる,ひろまる,"to spread, to be propagated",傳播，擴散,N3,c8ONuWuz#:
深める,ふかめる,"to deepen, to heighten, to intensify",加深，提高，強化,N3,c0BKoo3/`
福,ふく,good fortune,福,N3,m_8f-@p-oN
振り,ふり,"style, manner",風格，舉止,N3,Cb|X]Z#30A
経る,へる,"to pass, to elapse, to experience",過去，流逝，經歷,N3,"xYI,72?]/M"
保護,ほご,"care, protection, shelter",照顧、保護、庇護,N3,P&2:@t7Bp.
保障,ほしょう,"guarantee, security, warranty",保證、安全、擔保,N3,ge$.nEK~0J
補償,ほしょう,"compensation, reparation",賠償，補償,N3,n@O).>E`E!
ほっと,ほっと,feel relieved,感到如釋重負。,N3,IA36R!IvOE
前もって,まえもって,"in advance, beforehand, previously",事先，之前，以前,N3,wlgn+RR?9d
膜,まく,"membrane, film",膜，薄膜,N3,eczkIybUVQ
マスコミ,マスコミ,mass communication,大眾傳播,N3,c~yMgKSxj{
股,また,"thigh, crotch",大腿，胯部,N3,M~8AlqEF!|
末,まつ,the end of,結束,N3,c](L`Ctg(*
マッサージ,マッサージ,massage,按摩,N3,CIT-/$8F-&
見掛ける,みかける,"to (happen to see), to notice, to catch sight of",偶然看到，注意到，瞥見,N3,x5#*oa=f1j
捲る,めくる,"to turn over, to turn pages of a book",翻頁，翻書頁,N3,iY1_V_W5ZM
メッセージ,メッセージ,message,訊息,N3,DIKKB*kyMZ
野党,やとう,opposition party,反對黨,N3,L$j=XCFoNq
優,ゆう,"superiority, high grade",優良，高檔,N3,J%>HVQ7M=`
有機,ゆうき,organic,有機的,N3,m7Y{=QxsB-
世,よ,"world, society, generation",世界、社會、世代,N3,E|]o*tNk82
良い,よい,"good, nice",好，不錯,N3,zu]*YPRXMm
予想,よそう,"expectation, anticipation, prediction",期望、預期、預測,N3,E0D`K(E!7;
弱まる,よわまる,"to weaken, to be emaciated, to be dejected",虛弱，消瘦，沮喪,N3,tRU<avrq6-
弱める,よわめる,to weaken,削弱,N3,n@|3sdAzme
ラベル,ラベル,label,標籤,N3,Ni5Si{<X/E
ルール,ルール,rule,規則,N3,J<OIlv-=I*
枠,わく,"frame, slide",框架，幻燈片,N3,l.gbfy2Op+
表示,ひょうじ,"display, indication",顯示、指示,N3,l:pB4J:<:X
